,id,artist_name,song_name,cleaned_lyrics,popularity
542,6PCUP3dWmTjcTtXY02oFdT,Ed Sheeran,Castle on the Hill,when was six years old broke my leg was running from my brother and his friends and tasted the sweet perfume of the mountain grass rolled down was younger then take me back to when found my heart and broke it here made friends and lost them through the years and have not seen the roaring fields in so long know have grown but can not wait to go home am on my way driving at down those country lanes singing to tiny dancer and miss the way you make me feel and it is real we watched the sunset over the castle on the hill fifteen years old and smoking handrolled cigarettes running from the law through the backfields and getting drunk with my friends had my first kiss on friday night do not reckon that did it right but was younger then take me back to when we found weekend jobs when we got paid we would buy cheap spirits and drink them straight me and my friends have not thrown up in so long oh how we have grown but can not wait to go home am on my way driving at down those country lanes singing to tiny dancer and miss the way you make me feel and it is real we watched the sunset over the castle on the hill over the castle on the hill over the castle on the hill one friend left to sell clothes one works down by the coast one had two kids but lives alone ones brother overdosed ones already on his second wife ones just barely getting by but these people raised me and can not wait to go home and am on my way still remember these old country lanes when we did not know the answers and miss the way you make me feel it is real we watched the sunset over the castle on the hill over the castle on the hill over the castle on the hill,80
543,6PJ8FF6UR8FZXfEvpHkIVN,Ed Sheeran,How Would You Feel (Paean),you are the one girl and you know that it is true am feeling younger every time that am alone with you we were sitting in parked car stealing kisses in front yard we got questions we should not ask but how would you feel if told you loved you it is just something that want to do will be taking my time spending my life falling deeper in love with you so tell me that you love me too in the summer as the lilacs bloom love flows deeper than the river every moment that spend with you we were sat upon our best friends roof had both of my arms around you watching the sunrise replace the moon but how would you feel if told you loved you it is just something that want to do will be taking my time spending my life falling deeper in love with you so tell me that you love me too yeah we were sitting in parked car stealing kisses in front yard we got questions we should not ask how would you feel if told you loved you it is just something that want to do will be taking my time spending my life falling deeper in love with you tell me that you love me too tell me that you love me too tell me that you love me too,70
544,6qBFSepqLCuh5tehehc1bd,Giveon,Like I Want You,sometimes wish you knew but disguise the truth say am happy but am still stuck on us mmmmmm does your mind play this game too think bout me and you guess will just pretend until it all makes sense hmmmhm hmmhmm see you face to face am thinking bout the days we used to be but can not make scene but can not make scene see you face to face am thinking bout the days we used to be but can not make scene but can not make it seem like want you you ooh ooh even if it is true ooh oohoohooh even if it is true guess it is overdue tell me your point of view tell me am to blame you are so good with change hmhmmm table set for two you got me waitin but you are not comin through try to stay patient but got to face the truth mmmmmm oh woahwoah see you face to face see you face to face am thinking bout the days we used to be thinking bout the days but can not make scene no can not make scene but can not make scene no no no no oh see you face to face see you face am thinking bout the days we used to be ohoh but can not make scene no nono nono but can not make it seem like want you you ooh ooh even if it is true ooh even if it is true oohoohooh you babe even if it is true there is no reason to believe will save us now but if you really love me say it now why is it so hard to figure out need you every day believe me when say it like want you you ooh ooh even if it is true ooh oohoohooh even if it is true,78
545,6Qn5zhYkTa37e91HC1D7lb,Imagine Dragons,Whatever It Takes,falling too fast to prepare for this tripping in the world could be dangerous everybody circling is vulturous negative nepotist everybody waiting for the fall of man everybody praying for the end of times everybody hoping they could be the one was born to run was born for this whip whip run me like racehorse pull me like ripcord break me down and build me up want to be the slip slip word upon your lip lip letter that you rip rip break me down and build me up whatever it takes because love the adrenaline in my veins do whatever it takes because love how it feels when break the chains whatever it takes yeah take me to the top am ready for whatever it takes because love the adrenaline in my veins do what it takes always had fear of being typical looking at my body feeling miserable always hanging on to the visual want to be invisible looking at my years like martyrdom everybody needs to be part of them never be enough am the prodigal son was born to run was born for this whip whip run me like racehorse pull me like ripcord break me down and build me up want to be the slip slip word upon your lip lip letter that you rip rip break me down and build me up whatever it takes because love the adrenaline in my veins do whatever it takes because love how it feels when break the chains whatever it takes yeah take me to the top am ready for whatever it takes because love the adrenaline in my veins do what it takes hypocritical egotistical do not want to be the parenthetical hypothetical working hard on something that am proud of out of the box an epoxy to the world and the vision we have lost am an apostrophe am just symbol to remind you that there is more to see am just product of the system catastrophe and yet masterpiece and yet am halfdiseased and when am deceased at least will go down to the grave and die happily and leave the body and the soul to be part of thee do what it takes whatever it takes because love the adrenaline in my veins do whatever it takes because love how it feels when break the chains whatever it takes yeah take me to the top am ready for whatever it takes because love the adrenaline in my veins do what it takes,83
546,6rg8jKMFjOcjSVDSCH9SHK,Glass Animals,Waterfalls Coming Out Your Mouth,drip drop give me what you got your talk is incredible so so so unusual you taste like surfing videos am going to read your mind big dicks and big old titties on the sly say got aries eyes fuck no am bonafide aquemini ooh who are you hiding white russians and dirty diamonds you fake your shyness just wish that could see through you cheap booze pepsi blue you got bottles in from hot glue vape juice hit undo how the hell are you so cool drip drop give me what you got your talk is incredible so so so unusual you taste like surfing videos it is chemical warfare red lips and television eyewear raspberry soda hair in the pool in blowup gummy bear fake youth scoobydoo push pops on the corner of the roof froot loops superfood chat shit but where is the real you never seen the price is right am liar have been on that shit since you make me like clown clap clap you are cleverclever cookie now waterfalls coming out your mouth what the hell are we doing now waterfalls tearing you apart what the hell are we doing now,54
547,6RIBhblsOnnzWBlQspZHXu,The Kid LAROI,NEW GUY (skit),what is up where you at what are you doing miss you who this laroi hah who the fuck is this laroi my girl told me bout you and your weak ass mixtape fuckboy do not call this number no more hah,3
548,6rladQVZPz1K5AgocaUgop,The Kid LAROI,GO (feat. Juice WRLD),okay go go go she always be talking like she know know know told her do not ever leave me lone lone lone guess am accidentprone prone prone prone prone prone oh go go go she always be talking like she know know know told her do not ever leave me lone lone lone guess am accidentprone prone prone prone prone prone oh do not know no better do not just walk into things that are not for my better nah you fuck up my brain you do not know no better okay yeah okay wish knew you better shit but do not know no better so keep doing what know best yeah you are really good at fucking with me girl will give it to you will but am out here doing this for me and not for you done fucked around and got attached damn am stuck with you do not know what to do do not know what to and should slide for you and that is my biggest problem in denial bout you tonight will go open up the nine for you probably die for you fuck around and lie for you probably cry for you okay go go go she always be talking like she know know know told her do not ever leave me lone lone lone guess am accidentprone prone prone prone prone prone oh go go go she always be talking like she know know know told her do not ever leave me lone lone lone guess am accidentprone prone prone prone prone prone oh woah woah woah perky with the lean it got me slow slow slow and yeah know made few mistakes before but you know are not fucking with these hoes no more will not let go am the type to show you that you are too special please do not be the type to hate the things do and will ride for you and will die for you homicide for you and should slide for you and that is my biggest problem in denial bout you tonight will go open up the nine for you probably die for you fuck around and lie for you probably cry for you okay go go go she always be talking like she know know know told her do not ever leave me lone lone lone guess am accidentprone prone prone prone prone prone oh go go go she always be talking like she know know know told her do not ever leave me lone lone lone guess am accidentprone prone prone prone prone prone oh,62
550,6SQLk9HSNketfgs2AyIiMs,Harry Styles,She,nine in the morning the man drops his kids off at school and he is thinking of you like all of us do sends his assistant for coffee in the afternoon around like he knows what to do she she she lives in daydreams with me she she is the first one that see and do not know why do not know who she is she she he takes boat out imagines just sailing away away away and not telling his mates not telling his mates he would not know what to say would not know what to say to say she she she lives in daydreams with me she she is the first one that see and do not know why do not know who she is she she she she is the first one that see she she lives in daydreams with me and do not know why do not know where she is she she lives for the memory woman who is just in his head just in his head and she sleeps in his bed his bed while he plays pretend pretend so pretend pretend she she she lives in daydreams with me she she is the first one that see and do not know why do not know who she is she she she she she is the first one that see she she lives in daydreams with me and do not know why do not know where she is she she,78
551,6SznMYPQJHzr3IwsAHLId2,Ed Sheeran,Bibia Be Ye Ye,bibia be ye ye lost my shoes last night do not know where put my keys was tired and fell asleep beneath an oak tree bet my mothers proud of me from each scar upon my knuckle and each graze upon my knee and all know is got cab and then threw up on his car seat he kicked me out and then walked in the rain tell myself in every way will not be doing this again and tomorrows brand new day someone told me always say what is on your mind and am only being honest with you get lonely and make mistakes from time to time se enioma enko ye bibia be ye ye bibia be ye ye ye ye ye ye bibia be ye ye remember less and less and mostly things that regret in my phone are several texts from girls have never met and in the pocket of my jeans are only coins and broken dreams my heart is breaking at the seams and am coming apart now now things are looking up will find my shoes right next to the oak tree and will get bus straight into town and spend the afternoon looking around for the things that left on the ground and say you are with me tomorrows brand new day someone told me always say what is on your mind and am only being honest with you get lonely and make mistakes from time to time se enioma enko ye bibia be ye ye wo nooma be ye ye wo nooma maaaa ye be ye ye wo nooma be ye ye wo nooma maaaa ye be ye ye wo nooma be ye ye wo nooma maaaa ye be ye ye wo nooma be ye ye wo nooma maaaa ye be ye ye someone told me always say what is on your mind and am only being honest with you get lonely and make mistakes from time to time se enioma enko ye bibia be ye ye bibia be ye ye ye ye ye ye bibia be ye ye wo nooma be ye ye wo nooma maaaa ye be ye ye bibia be ye ye ye ye ye ye wo nooma be ye ye wo nooma maaaa ye be ye ye bibia be ye ye wo nooma be ye ye wo nooma maaaa ye be ye ye wo nooma be ye ye wo nooma maaaa ye be ye ye,66
552,6tDDoYIxWvMLTdKpjFkc1B,Kali Uchis,telepatía,who would have known that you can make love telepathically the moon is full my bed is empty what would do to you if had you in front of me would blow your mind night and day night and day you know am just flight away if you want it you can take private plane kilometres away we are connecting and you turn me on without even touching me you know got lot to say all these voices in the background of my brain and they tell me everything you are thinking imagine what you have already been plotting who would have known you could make love telepathically the moon is full my bed is empty what would do to you if had you in front of me would blow your mind night and day night and day you know that can see right through you can read your mind can read your mind what you want to do it is written all over your face times two because can read your mind can read your mind can hear your thoughts like melody listen while you talk when you are fast asleep you stay on the phone just to hear me breathe on repeat who would have known you could make love telepathically the moon is full my bed is empty what would do to you if had you in front of me would blow your mind night and day night and day you know got lot to say all these voices in the background of my brain,87
553,6Tex46h3174Y009Mf1jG09,The Kid LAROI,RUNNING,know that you mad at me givin attitude can make you feel comfortable you got lot to say who you lyin to tell me baby what am supposed to do do not ask for much just all of you you are bad for me and baby am bad for you now you are all on me and am all on you just keep on running back to you you you you just keep on running back to you you you you just keep on running back to you you you you just keep on running back to you you you you baby am sorry and can not ever be the man you want but know how it feel to be alone that is why you callin my phone tellin me baby you need to come over girl know you talkin to all of your friends tell them you do not fuck with me now you fuckin me am you tellin me you loving me no trust in me everything you do now because of me girl really gave you it all know that you mad at me givin attitude can make you feel comfortable you got lot to say who you lyin to tell me baby what am supposed to do do not ask for much just all of you you are bad for me and baby am bad for you now you are all on me and am all on you just keep on running back to you you you you just keep on running back to you you you you just keep on running back to you you you you just keep on running back to you you you you,54
554,6THKdMvrQX2qgA9soG0sv6,Maluma,Viento (Interlude),how many times did you leave me in the morning how many caresses and kisses you left on my pillow but you left and you are no longer here even my dogs get upset when they see me sad and they ask where is the love that gets you undressed but you left you are no longer here when love flies flies and transforms into energy so we can meet in other lives will find you when you are lost but love flies flies and transforms into energy so we can meet in other lives will find you when you are lost the wind blows and it is told me about everything with how many thorns have cut myself to give you thousand roses and cut myself for you to make you happy mai do you remember the day we met with no kisses baby we made love we did not undress but we loved eachother no matter what was our destiny when love flies flies and transforms into energy so we can meet in other lives will find you when you are lost but love flies flies and transforms into energy so we can meet in other lives will find you when you are lose papi juancho know you missed me baby look chan turn the volume up because this is important for me,51
555,6TIU9Ehmi6dMzZK73Ym4yj,Ed Sheeran,Save Myself,gave all my oxygen to people that could breathe gave away my money and now we do not even speak drove miles and miles but would you do the same for me oh honestly offered off my shoulder just for you to cry upon gave you constant shelter and bed to keep you warm they gave me the heartache and in return gave song it goes on and on life can get you down so just numb the way it feels drown it with drink and outofdate prescription pills and all the ones that love me they just left me on the shelf no farewell so before save someone else have got to save myself gave you all my energy and took away your pain because human beings are destined to radiate or drain what line do we stand upon because from here it looks the same and only scars remain life can get you down so just numb the way it feels drown it with drink and outofdate prescription pills and all the ones that love me they just left me on the shelf no farewell so before save someone else have got to save myself but if do not then will go back to where am rescuing stranger just because they needed saving just like that oh am here again between the devil and the danger but guess it is just my nature my dad was wrong because am not like my mum because she would just smile and am complaining in song but it helps so before save someone else have got to save myself life can get you down so just numb the way it feels drown it with drink and outofdate prescription pills and all the ones that love me they just left me on the shelf no farewell so before save someone else have got to save myself and before blame someone else have got to save myself and before love someone else have got to love myself,68
556,6U2FHhnZNxZcgE1fTIgv3d,SAINt JHN,Quarantine Wifey (feat. JID),whore you know what am sayin fuck everybody out right now go get my shit bitch uh uh uh uh and and and and all this year long next year we are not fuckin with none you bum ass niggas you know what am sayin you fuckboy we not fuckin with you no no you already no no you lil whore gang shit bitch am just nigga again still escapin my feelings would rather call you friend this shit is something that got me mad it means am just nigga oh am not lookin for no fiance shit that already means am beyond great said bitch am tryin to be the next kanye mean the way this shit go this oneway that means came from the gutter came long way are not got no time for no love or no fiance that do not mean in the future in couple months maybe we could just meet up once or twice for little lunch do not mean lot of time just little one mean pardon me back then was little young consider that this where am really from where the baby dracos go rrababababam there is an elephant in the room it weighs ton that means am just nigga again still escapin my feelings would rather call you friend this shit is something that got me mad it means am just nigga again still running from my feelings would rather call you friend this shit is something that got me mad mean that uh woah shit woah shit woah woah shit woah shit woah shit just nigga with some money only here to have some fun am feelin good skin sunkissed baby tongue kissin on your stomach and having lunch kickin drums through the city slums nigga run red rum red rum bread give nigga leg room they be playin dumb thought somebody said something but it is probably all inside my head all these women tryna lie in my bed put the venom in my body it is red till nigga dead are not even scared of it tell the truth am never really careful when it come to you am bein real real had thing for you since we was lil lil now got bigger thing to give give musics loud and do not want to yell yell we could talk about it at the crib crib or the parking lot inside the whip whip been numb and do not have fuck to give shut your mouth baby button lips do not want to ever have to wonder bout another nigga are not woman am loving am fuck am just nigga again woah yeah still escapin my feelings uh yeah would rather call you friend shit this shit is something that got me mad it means am just nigga again still running from my feelings would rather call you friend this shit is something that got me mad mean that when in love is there somebody that you still thinkin bout is there somebody is name that you want to say are you turnin your lemons into lemonade because if you do then told lee he would be millionaire hello am giaks italian fan of saint jhn very fan very fan and eh in fact bought two tickets for dublin concert and then will travel to dublin will leave for you and saint but now that you have postponed the concert have to travel to dublin for nothing am so sad cry so so sad was the number one fan of saint jhn he was my favorite artist and now we are so sad am so sad me and my girlfriend,43
558,6u7gmPOz7pzzaeR9xSBpsR,Ariana Grande,my hair,said am about to give you some instructions that you can not be scared to try want you to touch it softly like the way you do my mind it got body and it is smooth to touch the same way as my skin but do not you be scared to run your hands through my hair baby because that is why it is there come run your hands through my hair ooh baby so do not you be scared so come run your hands through my hair it is been way long overdue just like these inches down my back usually do not let people touch it but tonight you get pass spend my dimes and spend my time to keep it real sometimes it is tracks but do not care mmm so run your hands through my hair baby because that is why it is there come run your hands through my hair ooh baby so do not you be scared so come run your hands through my hair know this are not usually me but might let it down for ya mmm this are not usually me usually me but might let it down for ya so run your hands through my hair baby because that is why it is there so come run your hands through my hair ooh do not you be scared come run your hands through my hair ohoh ohoh ohoh ohoh,66
559,6uaBrivDHCaV0uBTiwHTUi,Conan Gray,Comfort Crowd,this hurt that am holdings gettin heavy but am about to keep smile on my shoulders until am sweaty beggin on my knees screamin someone come and help me but by the time they are there have already hid the body my breaths gettin short and am unsteady wellin up in tears as lay upon your belly telling you am fine do not really need nobody but you say through sigh that said that lie already just needed company now yeah just needed someone around yeah do not care what song that we play or mess that we make just company now comfort crowd comfort crowd we rot thinkin lots about nothing yeah could spend lifetime sitting here talkin and even if cry all over your body you do not really mind say you like your shirt soggy yeah just needed company now yeah just needed someone around yeah do not care what song that we play or mess that we make just company now comfort crowd comfort crowd we mess around and laugh too loud and make the sounds we try to hide when people are around by blood we are bound through ups and downs through smiles and pouts comfort crowd you can always count yeah just needed company now yeah just needed someone around yeah do not care what song that we play or mess that we make just company now comfort crowd,71
560,6uAFJ75WDAoAPyCWJAtvks,Dua Lipa,Good In Bed,hey yeah let us get to the point here you love to disappoint me do not ya you tell me what want but are not no follow through you do not follow through no but if you only knew me the way you know my body baby then think maybe we could probably see this through we could make it through but have been thinking it would be better if we did not know each other then you go and make me feel okay got me thinking it would be better if we did not stay together then you put your hands up on my waist know it is really bad bad bad bad bad messing with my head head head head head we drive each other mad mad mad mad mad but baby that is what makes us good in bed please come take it out on me me me me me know it is really bad bad bad bad but baby that is what makes us good in bed it is bad we drive each other mad it might be kind of sad but think that is what makes us good in bed dedicate this verse to verse to all that good pipe in the moonlight in the long nights where we did everything but talk it through that is what we do yeah oh you always let me down boy oh oh but when you are going down get so up so up do not know if can find someone who do me like you do have been thinking it would be better if we did not know each other ahahahah then you go and make me feel okay got me thinking it would be better if we did not stay together then you put your hands up on my waist ahha know it is really bad bad bad bad bad messing with my head head head head head we drive each other mad mad mad mad mad but baby that is what makes us good in bed please please come take it out on me me me me me know it is really bad bad bad bad but baby that is what makes us good in bed it is bad we drive each other mad it might be kind of sad but think that is what makes us good in bed that is what makes us it is bad ohoh we drive each other mad ohoh it might be kind of sad but think that is what makes us good in bed that is what ah yeah we do not know how to talk mmm but damn we know how to fuck know it is really bad bad bad bad bad ah messing with my head head head head head messing with my head we drive each other mad mad mad mad mad but baby that is what makes us good in bed please oh please come take it out on me me me me me know it is really bad bad bad bad but baby that is what makes us good in bed that is what makes us good in bed it is bad we drive each other mad it might be kind of sad but think that is what makes us good in bed that is what makes us it is bad mmm we drive each other mad it might be kind of sad but think that is what makes us good in bed,62
561,6UelLqGlWMcVH1E5c4H7lY,Harry Styles,Watermelon Sugar,tastes like strawberries on summer evenin and it sounds just like song want more berries and that summer feelin it is so wonderful and warm breathe me in breathe me out do not know if could ever go without am just thinking out loud do not know if could ever go without watermelon sugar high watermelon sugar high watermelon sugar high watermelon sugar high watermelon sugar strawberries on summer evenin baby you are the end of june want your belly and that summer feelin getting washed away in you breathe me in breathe me out do not know if could ever go without watermelon sugar high watermelon sugar high watermelon sugar high watermelon sugar high watermelon sugar high watermelon sugar high watermelon sugar high watermelon sugar high just want to taste it just want to taste it watermelon sugar high tastes like strawberries on summer evenin and it sounds just like song want your belly and that summer feelin do not know if could ever go without watermelon sugar high watermelon sugar high watermelon sugar high sugar watermelon sugar high sugar watermelon sugar high watermelon sugar high watermelon sugar high watermelon sugar high just want to taste it just want to taste it eheheh watermelon sugar high just want to taste it just want to taste it ooh yeah watermelon sugar high watermelon sugar,90
562,6uP9TAn39tuC7MPQ3FW8gJ,SAINt JHN,Sucks To Be You,told lee he would be millionaire sucks to be you because would have loved you would watch the whole world burn to see you dance runnin through cartels and jumpin through bombshells thought we would die growin old holdin hands it sucks to be you because would have loved you would watch the whole world burn to see you dance jump over bombshells and runnin through cartels thought we would die growin old holdin hands the story do not start off great am gorilla going ape am just street nigga tryna make it to milli in all the wrong ways am runnin all the long plays they said was born the wrong shade shoulda made it five years ago my nigga was really born late used to carry sticks in my clothes carry work in my shoes below the poverty line what you expect me to do runnin through this life until twentyone twentytwo until had to make choice you helped me choose she said she believe in me just keep on going just make sure when you get there leave the door open said you know who am this kid from brooklyn wish you still believed even though tears are soaking sucks to be you because would have loved you would watch the whole world burn to see you dance runnin through cartels and jumpin through bombshells thought we would die growin old holdin hands it sucks to be you because would have loved you would watch the whole world burn to see you dance jump over bombshells and runnin through cartels thought we would die growin old holdin hands so tell nobody bout my dreams workin at the hotel because do not think confessions over there might go well and going back to the hood means that have course failed you either kill or you are roadkill so said moved uptown kyra she gave me place to stay mama kicked me out back then she did it ungraciously came home to all of the locks changed on new years eve am glad we are doing better we are both okay stayed there for like three years oh bless her heart and soul she is worth pot of gold she is worth thousand years in gwagons on the road made promise keep it will not ever betray those she said she believe in me just keep on going just make sure when you get there leave the door open said you know who am this kid from brooklyn had abandonment issues you left me broken sucks to be you because would have loved you would watch the whole world burn to see you dance runnin through cartels and jumpin through bombshells thought we would die growin old holdin hands it sucks to be you because would have loved you would watch the whole world burn to see you dance jump over bombshells and runnin through cartels thought we would die growin old holdin hands it sucks to be you,51
563,6UzmmekCrcYrumwAjztVBK,James Arthur,Sober,when look at you it is like have been baptised it is so spiritual like have been sanctified oh am drunk in love and you are beyonc let us get it on all got to say is feel like rolling stoner do not think can keep my composure girl until the night is over do not have thought that is sober will not you take it off and leave it all behind if you let me darling could ease your mind baby making love with you is all want let us get it on all want to say is feel like rolling stoner do not think can keep my composure girl until the night is over do not have thought that is sober heat me up like soup baby smoke me up till your pupils crazy double vision everybody singing in sync kelly remix to ignition there are so many women yeah living in the minute they are stripping in my living room want to be with you you are just different like lana del rey you could play me all day like video game like video game all got to say feel like rolling stoner have had too many coca colas living the la vida loca do not have thought that is sober feel like rolling stoner do not think can keep my composure girl until the night is over do not have thought that is sober,50
564,6v3KW9xbzN5yKLt9YKDYA2,Shawn Mendes,Señorita,love it when you call me seorita wish could pretend did not need ya but every touch is oohlalala it is true lalala ooh should be runnin ooh you keep me coming for ya land in miami the air was hot from summer rain sweat drippin off me before even knew her name lalala it felt like oohlalala yeah no sapphire moonlight we danced for hours in the sand tequila sunrise her body fit right in my hands lalala it felt like oohlalala yeah love it when you call me seorita wish could pretend did not need ya but every touch is oohlalala it is true lalala ooh should be runnin ooh you know love it when you call me seorita wish it was not so damn hard to leave ya but every touch is oohlalala it is true lalala ooh should be runnin ooh you keep me coming for ya locked in the hotel there is just some things that never change you say we are just friends but friends do not know the way you taste lalala la la la because you know it is been long time coming do not ya let me fall oh ooh when your lips undress me hooked on your tongue ooh love your kiss is deadly do not stop love it when you call me seorita wish could pretend did not need ya but every touch is oohlalala it is true lalala ooh should be runnin ooh you know love it when you call me seorita wish it was not so damn hard to leave ya so damn hard to leave ya but every touch is oohlalala it is true lalala true lala ooh should be runnin ooh you keep me coming for ya all along have been coming for ya for you and hope it meant something to you oh call my name will be coming for ya coming for you coming for ya coming for you for ya for ya oh she loves it when call for ya ooh should be runnin ooh you keep me coming for ya,81
566,6vOQUrwsokMFDQLbgRDhV8,Kali Uchis,no eres tu(soy yo),ahah ahah get out of my mind might like what you find be careful with what you ask for got what you need know what you like what can do to get you addicted ohoh ohoh and if wanted you would have you but not now ohoh ohoh if you want then wait for it to snow in the springtime it is not you it is me it is me disappointments have got tons of them it is not you it is me it is me do not fall in love break hearts do not look for me will let you know when you are ready do not ask me for lot here there is no compromising make you nervous that is my job am your religion come here and will baptize you go ahead but if you give it to me do not wait for me to pay you your level and mine now are not the same what is mine is vice even if it is tasty fictional love you know know it ohoh ohoh and if wanted you would have you but not now ohoh ohoh if you want then wait for it to snow in the springtime it is not you it is me it is me disappointments have got tons of them it is not you it is me it is me do not fall in love break it is not you it is me it is me it is not you it is me it is me it is me it is me,60
567,6VzcQuzTNTMFnJ6rBSaLH9,Harry Styles,Fine Line,put price on emotion am looking for something to buy you have got my devotion but man can hate you sometimes do not want to fight you and do not want to sleep in the dirt we will get the drinks in so will get to thinking of her we will be fine line we will be fine line we will be fine line we will be fine line we will be fine line we will be fine line test of my patience there is things that we will never know you sunshine you temptress my hands at risk fold crisp trepidation will try to shake this soon spreading you open is the only way of knowing you we will be fine line we will be fine line we will be fine line we will be fine line we will be fine line we will be fine line we will be fine line we will be fine line we will be fine line we will be fine line we will be fine line we will be fine line we will be alright we will be alright we will be fine line we will be fine line we will be alright alright alright alright we will be alright we will be alright we will be alright we will be alright oh,79
568,6wwruKU956ldDyz55DZTt1,Travis Scott,first take,do not like what saw this life without yours despite was lost despite you got flaws just let our love play its course let you tell it what is mine is yours what is yours is yours all the signs ignored play love like sport yeah first date you are not on time you were late yeah when you around me you are safe lit you can not go off of hearsay know that look on your face you think you winnin race you think all do is play yeah did not put you in your place then why you still here in my place yeah thought so yeah and also you think too much we all know you think too much we all know yeah are not tryna go back to war with your morals yeah you can not kill the vibe it is immortal straight up are not buyin it even though can afford ya ooh because know do not like what saw do not like what saw this life without yours this life without yours ooh despite was lost despite was lost ooh despite you got flaws ooh just let our love play its course yeah let you tell it ooh what is mine is yours what is yours is yours ooh all the signs ignored ooh play love like sport ooh yeah this love will not grow less we find growth wipe down your nose girl will not you come over let us both find hoes let us fuck them both but you think too hard we all know you think too hard we all know so say nothing nothing because you think too hard we all know yeah you know would rather lead it than follow you and me baby mano mano it is lit because know know do not like what saw yeah this life without yours yeah yeah despite was lost ayy despite you got flaws ayy just let our love play its course ohhh let you tell it what is mine is yours what is yours is yours all is yours all the signs ignored uh huh play love like sport like sport no yeah okay lil mama still are not heard from lil mama we go back to angliana when you was studying in college but called you and brought you out to santa monica believed in you was your sponsor got love for you but am not in love gave me affection girl was lost she gave me direction went through fuckin you with no protection all my blessings girl you one of all my blessings you think do not care about you girl you better call my best friend got time to waste girl got time to waste girl cancelled everything just to get back on the same page to finish the story but you would rather ignore me your mama called to check on me but you will not even pick up the phone shit god damn you feelin yourself out in hollywood you got nigga with some wealth you are not free tonight bet he call somebody else tryna tell you am the last real nigga left you can hit me if you need help with your love problems with your money problems just might solve them just might solve them just might solve them just might solve them just might solve them just call me or you could just pick up the phone baby know know you are home baby baby know know,59
569,6wYner54Qinol6ymF27M7g,Glass Animals,Its All So Incredibly Loud,ooh break it by god your face awakened two eyes ballooning open sesame super silence in the quiet eye inside the storm water from your broken iris fell toward the floor everything waiting shakin as it drops tried for you and for too hard for too long gave it all and everything for more time but lost ooh we are breakin down whispers would deafen me now you do not make sound heartbreak was never so loud ooh ooh am breakin down whispers would deafen me now you do not make sound heartbreak was never so loud two hearts foldin pulling everything ooh am breakin down whispers would deafen me now you do not make sound heartbreak was never so loud ooh am breakin down whispers would deafen me now you do not make sound it is all so incredibly loud it is all so incredibly loud,49
570,6X29iaaazwho3ab7GNue5r,Billie Eilish,8,wait minute let me finish know you do not care but can you listen came committed guess overdid it wore my heart out on chain around my neck but now it is missin hmm dadadadadada hmm dadadadadadada hmm hmm hmm hmm oh hmm hmm so think better go never really know how to please you you are lookin at me like am seethrough guess am going to go just never know how you feel do you even feel anything dadadadadadada dadadadadadada oh hmm hmm you said do not treat me badly but you said it so sadly so did the best could not thinkin you would have left me gladly know you are not sorry why should you be because who am to be in love when your love never is for me me dadadadadadada hmm dadadadadadada hmm hmm hmm hmm oh hmm hmm so think better go never really know how to please you you are lookin at me like am seethrough guess am going to go just never know how you feel do you even feel anything,71
571,6Xgq7MvZiet0hVi3KaDSgJ,Justin Bieber,Holy (feat. Chance The Rapper),hear lot about sinners do not think that will be saint but might go down to the river because the way that the sky opens up when we touch yeah it is makin me say that the way you hold me hold me hold me hold me hold me feels so holy holy holy holy holy on god runnin to the altar like track star can not wait another second because the way you hold me hold me hold me hold me hold me feels so holy do not do well with the drama and no can not stand it being fake no no no no no no no no do not believe in nirvana but the way that we love in the night gave me life baby can not explain that the way you hold me hold me hold me hold me hold me feels so holy holy holy holy holy on god runnin to the altar like track star can not wait another second because the way you hold me hold me hold me hold me hold me feels so holy they say we are too young and the pimps and the players say do not go crushin wise men say fools rush in but do not know ahahahah they say we are too young and the pimps and the players say do not go crushin wise men say fools rush in but do not know chance the rapper the first step pleases the father might be the hardest to take but when you come out of the water am believer my heart is fleshy life is short with temper like joe pesci they always come and sing your praises your name is catchy but they do not see you how see you parlay and desi cross tween tween hesi hit the jet speed when they get messy go lefty like lionel messi let us take trip and get the vespas or rent jet ski know the spots that got the best weed we going next week want to honor want to honor you brides groom am my fathers child know when the son takes the first steps the fathers proud yes if you make it to the water he will part the clouds uh know he made you snack like oscar proud mwah suffer it to be so now got to clean it up ooh formalize the union in communion he can trust woo know are not leavin you like know he are not leavin us ah know we believe in god and know god believes in us because the way you hold me hold me hold me hold me hold me feels so holy holy holy holy holy on god runnin to the altar like track star can not wait another second on god runnin to the altar like track star can not wait another second on god runnin to the altar like track star can not wait another second because the way you hold me hold me hold me hold me feels so hohohoholy,73
