Column1,account_id,bank_district_id,acc_opening_date,LOR in months,client_id,nbr_users,client_district_id,birth_year,birth_day,birth_month,gender,Age_group,loan_amount,loan_duration,loan_monthly_pmts,loan_year,loan_month,loan_day,loan_granted_in_97,loan_category,loan_default,loan_status,Contract_not_finished,Contract_finished,loan_months_remaining,loan_amount_remaining,loan_recency,card_type,issued_date_card,issued_yr_card,card_issued_in_97,district_id,district_name,region,nbr_inhabitants,ratio_urban_inh,average_salary,unemployment_rate_96,nbr_entp_1000_inh,unemployment_rate_missing,nbr_crimes_missing,crime_rate_96,SEC,High-Class,Low-Class,Middle-Class,last_trans_date,recency,freq_total_LTM,freq_credit_LTM,freq_withdrawal_LTM,end_balance,total_credit_LTM,total_withdrawal_LTM,avg_credit_LTM,avg_withdrawal_LTM,freq_total_LSM,freq_credit_LSM,freq_withdrawal_LSM,total_credit_LSM,total_withdrawl_LSM,avg_credit_LSM,avg_withdrawal_LSM,freq_total_LM,freq_credit_LM,freq_withdrawal_LM,total_credit_LM,total_Withdrawal_LM,avg_credit_LM,avg_withdrawal_LM,Total_order_amount,No_of_orders,order_bank_Is_AB,order_bank_Is_CD,order_bank_Is_EF,order_bank_Is_GH,order_bank_Is_IJ,order_bank_Is_KL,order_bank_Is_MN,order_bank_Is_OP,order_bank_Is_QR,order_bank_Is_ST,order_bank_Is_UV,order_bank_Is_WX,order_bank_Is_YZ,order_k_Is_leasing,order_k_Is_insurrance,order_k_Is_household,order_k_Is_loan,order_k_Is_NO CHAR,total_savings
1878,2096,32,17-06-1995,18,2539,1,32,1972,21,1,F,20,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,32,Ceska Lipa,north Bohemia,105058,81,9272,3.22,118,0,0,42.88107522,High-Class,1,0,0,31-12-1996,0 days,81,26,55,54659.7,200948.1,180679.2,7728.773077,3285.076364,38,13,25,100292.4,73739.6,7714.8,2949.584,7,2,5,22849.2,14086.6,11424.6,2817.32,9172,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,20268.9
1879,2297,46,18-06-1995,18,2781,1,46,1960,22,11,F,30,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,46,Nachod,east Bohemia,112709,73.5,8369,2.31,117,0,0,23.22795873,Middle-Class,0,0,1,31-12-1996,0 days,95,29,66,15056.2,71289,76735.2,2458.241379,1162.654545,45,14,31,31588.2,34047.6,2256.3,1098.309677,8,2,6,6731.3,7554.6,3365.65,1259.1,2960,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,-5446.2
1880,7184,5,19-06-1995,18,8670,1,5,1943,7,1,F,50,155640,24,6485,1996,8,4,0,100-200K,0,loan fully paid,0,1,0,0,149 days,NA,,0,0,5,Kolin,central Bohemia,95616,51.4,9307,4.43,118,0,0,31.79384203,Middle-Class,0,0,1,31-12-1996,0 days,122,24,98,24476.6,300802.5,319680.2,12533.4375,3262.042857,58,12,46,150398.9,167532.6,12533.24167,3642.013043,10,2,8,34610.3,35779.6,17305.15,4472.45,12765,5,2,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,2,-18877.7
1881,2781,16,20-06-1995,18,3358,1,16,1975,7,10,M,20,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,16,Jindrichuv Hradec,south Bohemia,93931,56.9,8427,1.54,107,0,0,20.36601335,Middle-Class,0,0,1,31-12-1996,0 days,79,46,33,45644.5,73245.2,57225.2,1592.286957,1734.09697,34,22,12,52205,21187.6,2372.954545,1765.633333,6,4,2,4183.7,614.6,1045.925,307.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16020
1882,1031,74,20-06-1995,18,1238,1,74,1935,1,9,M,60,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,74,Ostrava - mesto,north Moravia,323870,100,10673,5.44,100,0,0,56.64927286,High-Class,1,0,0,31-12-1996,0 days,96,24,72,32084.1,225355.3,232775.2,9389.804167,3232.988889,44,12,32,112668.4,120617.6,9389.033333,3769.3,8,2,6,25941.3,23289.6,12970.65,3881.6,8166,4,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,-7419.9
1883,3810,43,22-06-1995,18,4591,1,43,1933,19,8,M,60,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,43,Hradec Kralove,east Bohemia,161854,76.3,9425,2.5,125,0,0,24.04018436,Middle-Class,0,0,1,31-12-1996,0 days,66,24,42,22956.9,79709.8,78609.2,3321.241667,1871.647619,33,12,21,39819.9,32719.6,3318.325,1558.07619,7,2,5,6642.9,9696.6,3321.45,1939.32,2862,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1100.6
1884,1151,40,23-06-1995,18,1384,1,40,1953,24,4,F,40,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,classic,05-04-1996,1996,0,40,Teplice,north Bohemia,128118,85.3,9317,7.07,97,0,0,53.63805242,High-Class,1,0,0,31-12-1996,0 days,74,24,50,64209.4,314756.8,307531.2,13114.86667,6150.624,33,12,21,157447.7,134565.6,13120.64167,6407.885714,6,2,4,36280.7,30377.6,18140.35,7594.4,3263,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7225.6
1885,1728,74,23-06-1995,18,2096,1,74,1974,6,9,F,20,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,74,Ostrava - mesto,north Moravia,323870,100,10673,5.44,100,0,0,56.64927286,High-Class,1,0,0,31-12-1996,0 days,75,27,48,12078.3,119139.4,137383.2,4412.57037,2862.15,34,12,22,55351.1,59331.6,4612.591667,2696.890909,5,2,3,12741,11568.6,6370.5,3856.2,4954,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-18243.8
1886,9235,37,24-06-1995,18,11371,1,37,1941,4,11,F,50,83280,48,1735,1997,3,13,1,50-100K,0,running payment,0,0,27,46845,,NA,,0,0,37,Litomerice,north Bohemia,114006,62.3,9065,5.39,123,0,0,36.54193639,Middle-Class,0,0,1,31-12-1996,0 days,87,36,51,34915,207785.4,215575.2,5771.816667,4226.964706,41,18,23,103926,115427.6,5773.666667,5018.591304,8,3,5,23830.4,20354.6,7943.466667,4070.92,1735,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-7789.8
1887,3363,30,24-06-1995,18,4066,1,30,1936,28,11,F,60,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,30,Sokolov,west Bohemia,94812,81.8,9650,3.67,100,0,0,29.57431549,High-Class,1,0,0,31-12-1996,0 days,59,24,35,24987.3,53954.2,49771.2,2248.091667,1422.034286,27,12,15,27056,22185.6,2254.666667,1479.04,6,2,4,4522.9,6997.6,2261.45,1749.4,2463,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4183
1888,3436,5,24-06-1995,18,4156,1,5,1962,2,11,F,30,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,5,Kolin,central Bohemia,95616,51.4,9307,4.43,118,0,0,31.79384203,Middle-Class,0,0,1,31-12-1996,0 days,51,24,27,24031.6,41322.4,30601.2,1721.766667,1133.377778,26,12,14,20715.3,15075.6,1726.275,1076.828571,5,2,3,3464.7,2407.6,1732.35,802.5333333,2243,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10721.2
1889,2533,49,27-06-1995,18,3058,1,49,1943,29,9,F,50,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,49,Semily,east Bohemia,75685,60.8,8208,2.26,155,0,0,28.05047235,Middle-Class,0,0,1,31-12-1996,0 days,59,28,31,22848.1,69891.7,71375.2,2496.132143,2302.425806,25,13,12,28283.1,23587.6,2175.623077,1965.633333,5,2,3,6181.9,6014.6,3090.95,2004.866667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1483.5
1890,99,1,27-06-1995,18,120,1,1,1976,10,5,M,20,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,1,Hl.m. Praha,Prague,1204953,100,12541,0.43,167,0,0,82.24968111,High-Class,1,0,0,31-12-1996,0 days,77,30,47,84114.9,419313.7,369011.6,13977.12333,7851.310638,41,15,26,176822.9,145948.6,11788.19333,5613.407692,10,4,6,82349.7,57650.6,20587.425,9608.433333,9185,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,50302.1
1891,638,65,28-06-1995,18,765,1,65,1969,31,12,M,20,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,65,Znojmo,south Moravia,114200,43.7,8403,5.72,105,0,0,23.80035026,Middle-Class,0,0,1,31-12-1996,0 days,91,24,67,33839.8,226860.4,230531.2,9452.516667,3440.764179,45,12,33,113381.3,108855.6,9448.441667,3298.654545,8,2,6,26121.7,23242.6,13060.85,3873.766667,8028,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,-3670.8
1892,2292,41,29-06-1995,18,2775,1,41,1978,9,7,F,10,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,41,Usti nad Labem,north Bohemia,118650,85.6,9832,4.48,114,0,0,46.11040877,High-Class,1,0,0,31-12-1996,0 days,97,31,66,28846.5,47478.9,46107.2,1531.577419,698.5939394,44,16,28,23469.9,17933.6,1466.86875,640.4857143,9,3,6,4508.8,2580.6,1502.933333,430.1,1996,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1371.7
1893,1725,72,03-07-1995,17,2092,1,72,1945,21,3,M,50,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,72,Olomouc,north Moravia,226122,62.6,8994,4.79,110,0,0,40.72138049,Middle-Class,0,0,1,31-12-1996,0 days,73,24,49,56245.4,625501.2,598420,26062.55,12212.65306,37,12,25,312825.9,317410,26068.825,12696.4,7,2,5,72152,82694,36076,16538.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27081.2
1894,3410,39,03-07-1995,17,4122,2,39,1969,18,9,M,20,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,39,Most,north Bohemia,119895,89.9,10446,9.4,90,0,0,39.55961466,High-Class,1,0,0,31-12-1996,0 days,99,25,74,37440,198407.1,201803.2,7936.284,2727.07027,44,12,32,97600.3,100231.6,8133.358333,3132.2375,9,2,7,22447.6,21988.6,11223.8,3141.228571,3794,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,-3396.1
1895,1597,68,04-07-1995,17,1935,1,68,1929,12,5,F,60,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,68,Frydek - Mistek,north Moravia,228848,57.2,9893,4.72,96,0,0,25.72449836,Middle-Class,0,0,1,31-12-1996,0 days,71,24,47,18854.3,81348.7,84897.2,3389.529167,1806.323404,33,12,21,40641.5,37013.6,3386.791667,1762.552381,6,2,4,6781.5,5240.6,3390.75,1310.15,2376,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-3548.5
1896,2041,48,05-07-1995,17,2478,1,48,1940,24,5,F,50,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,48,Rychnov nad Kneznou,east Bohemia,78955,59,9060,2.44,124,0,0,21.7465645,Middle-Class,0,0,1,31-12-1996,0 days,62,26,36,24008.7,70257.4,85755.2,2702.207692,2382.088889,30,13,17,32620.8,43807.6,2509.292308,2576.917647,6,2,4,7054.1,6074.6,3527.05,1518.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15497.8
1897,5742,74,05-07-1995,17,6946,1,74,1970,29,1,F,20,232560,48,4845,1995,12,16,0,200K+,0,running payment,0,0,12,58140,,NA,,0,0,74,Ostrava - mesto,north Moravia,323870,100,10673,5.44,100,0,0,56.64927286,High-Class,1,0,0,31-12-1996,0 days,91,37,54,34780.6,660445.3,655704,17849.87297,12142.66667,46,18,28,328976.9,324364,18276.49444,11584.42857,7,3,4,14974.6,23795,4991.533333,5948.75,4845,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4741.3
1898,4415,73,05-07-1995,17,5322,1,73,1956,13,3,F,40,74040,12,6170,1997,4,1,1,50-100K,0,loan fully paid,0,1,0,0,,NA,,0,0,73,Opava,north Moravia,182027,56.4,8746,3.74,90,0,0,24.35352997,Middle-Class,0,0,1,31-12-1996,0 days,120,25,95,41619,319408.2,329471.2,12776.328,3468.117895,55,12,43,159145.6,152285.6,13262.13333,3541.525581,10,2,8,36693.6,31797.6,18346.8,3974.7,14653,5,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,2,-10063
1899,4330,47,05-07-1995,17,5214,2,47,1976,12,9,M,20,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,47,Pardubice,east Bohemia,162580,72.8,9538,1.81,111,0,0,33.2759257,Middle-Class,0,0,1,31-12-1996,0 days,68,23,45,21269.1,312650.1,312561,13593.48261,6945.8,38,12,26,158055,171018.6,13171.25,6577.638462,7,2,5,30639.9,23940.6,15319.95,4788.12,10535.6,3,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,89.1
1900,3458,63,07-07-1995,17,4180,1,63,1932,17,6,M,60,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,63,Vyskov,south Moravia,86513,50.5,8288,4.52,110,0,0,16.87607643,Middle-Class,0,0,1,31-12-1996,0 days,72,24,48,16704.9,52128.8,52651.2,2172.033333,1096.9,34,12,22,26075.9,24845.6,2172.991667,1129.345455,6,2,4,4349.4,3942.6,2174.7,985.65,2678,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,-522.4
1901,3330,76,08-07-1995,17,4026,1,76,1945,24,9,F,50,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,76,Sumperk,north Moravia,127369,51.2,8369,5.88,107,0,0,22.03832958,Middle-Class,0,0,1,31-12-1996,0 days,78,35,43,56866.9,625631.8,598950.4,17875.19429,13929.07907,49,23,26,388028.5,357680.6,16870.80435,13756.94615,6,2,4,43428.7,41027.6,21714.35,10256.9,9364.7,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,26681.4
1902,6649,1,08-07-1995,17,8030,1,1,1967,19,7,M,20,100260,60,1671,1997,5,22,1,100-200K,0,running payment,0,0,41,68511,,classic,02-08-1997,1997,1,1,Hl.m. Praha,Prague,1204953,100,12541,0.43,167,0,0,82.24968111,High-Class,1,0,0,31-12-1996,0 days,25,14,11,25593.5,26995.7,62700,1928.264286,5700,12,7,5,14875.7,15700,2125.1,3140,2,1,1,122.3,4000,122.3,4000,1671,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-35704.3
1903,3779,74,08-07-1995,17,4556,1,74,1970,31,5,M,20,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,74,Ostrava - mesto,north Moravia,323870,100,10673,5.44,100,0,0,56.64927286,High-Class,1,0,0,31-12-1996,0 days,97,27,70,47282.1,155315.8,152747.2,5752.437037,2182.102857,44,13,31,75973.5,67873.6,5844.115385,2189.470968,7,2,5,17331.9,13495.6,8665.95,2699.12,3981,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,2568.6
1904,1103,66,09-07-1995,17,1324,1,66,1956,7,8,F,40,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,66,Zdar nad Sazavou,south Moravia,125832,48.3,8512,4.12,102,0,0,16.71275987,Middle-Class,0,0,1,31-12-1996,0 days,56,24,32,46360.2,275630,303075.2,11484.58333,9471.1,29,12,17,137839,158987.6,11486.58333,9352.211765,5,2,3,31712.3,30114.6,15856.15,10038.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27445.2
1905,731,5,11-07-1995,17,877,2,5,1927,21,1,F,60,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,5,Kolin,central Bohemia,95616,51.4,9307,4.43,118,0,0,31.79384203,Middle-Class,0,0,1,31-12-1996,0 days,57,24,33,16970.1,49472.4,50857.2,2061.35,1541.127273,26,12,14,24761.4,20723.6,2063.45,1480.257143,4,2,2,4127.2,2720.6,2063.6,1360.3,2706,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-1384.8
1906,2307,60,12-07-1995,17,2791,1,60,1921,10,10,M,70,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,60,Prostejov,south Moravia,110643,51.9,8441,4.48,115,0,0,20.35375035,Middle-Class,0,0,1,31-12-1996,0 days,73,24,49,17473.4,63211.3,73423.2,2633.804167,1498.432653,34,12,22,31539.3,28971.6,2628.275,1316.890909,6,2,4,5256.2,4723.6,2628.1,1180.9,3459,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,-10211.9
1907,3474,23,12-07-1995,17,4198,2,23,1954,17,10,F,40,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,23,Cheb,west Bohemia,87419,85.5,8624,2.66,102,0,0,36.58243631,High-Class,1,0,0,31-12-1996,0 days,85,24,61,23286,40603.7,34399.2,1691.820833,563.9213115,41,12,29,20344.3,16179.6,1695.358333,557.9172414,7,2,5,3401.1,2846.6,1700.55,569.32,2202,3,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,6204.5
1908,625,70,12-07-1995,17,751,1,70,1959,9,3,M,30,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,70,Karvina,north Moravia,285387,89.9,10177,7.75,81,0,0,35.41857197,High-Class,1,0,0,31-12-1996,0 days,35,15,20,3359.4,40500.3,76874,2700.02,3843.7,12,6,6,91.6,87.6,15.26666667,14.6,2,1,1,15.1,14.6,15.1,14.6,14064.2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,-36373.7
1909,1075,35,13-07-1995,17,1290,1,35,1976,29,1,M,20,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,35,Jablonec n. Nisou,north Bohemia,88768,80.5,8867,1.21,130,0,0,40.78046143,High-Class,1,0,0,31-12-1996,0 days,78,31,47,29636.7,89015.5,81787.2,2871.467742,1740.153191,39,14,25,40843.6,39243.6,2917.4,1569.744,7,2,5,9297.3,6890.6,4648.65,1378.12,4076,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,7228.3
1910,2281,1,13-07-1995,17,2761,1,1,1977,29,9,F,10,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,1,Hl.m. Praha,Prague,1204953,100,12541,0.43,167,0,0,82.24968111,High-Class,1,0,0,31-12-1996,0 days,71,25,46,40508.6,191687.2,201015.2,7667.488,4369.895652,33,13,20,96658.1,79407.6,7435.238462,3970.38,6,2,4,21847.5,15134.6,10923.75,3783.65,5720,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-9328
1911,3895,27,14-07-1995,17,4697,1,27,1957,25,9,F,30,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,27,Plzen - jih,west Bohemia,67298,43.8,8561,1.29,110,0,0,16.74641148,Low-Class,0,1,0,31-12-1996,0 days,73,24,49,34117.7,136931.3,153983.2,5705.470833,3142.514286,32,12,20,68437.1,68231.6,5703.091667,3411.58,6,2,4,15751.5,15448.6,7875.75,3862.15,4414,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-17051.9
1912,5263,64,14-07-1995,17,6359,1,64,1976,6,7,M,20,276300,60,4605,1996,11,12,0,200K+,0,running payment,0,0,35,161175,49 days,NA,,0,0,64,Zlin,south Moravia,197099,74.7,9624,2.31,145,0,0,21.63887184,Middle-Class,0,0,1,31-12-1996,0 days,84,36,48,36425.6,132381.8,130525.2,3677.272222,2719.275,40,18,22,71169.9,58797.6,3953.883333,2672.618182,7,3,4,18232.6,10809.6,6077.533333,2702.4,8555,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1856.6
1913,5794,70,14-07-1995,17,7010,2,70,1967,30,6,M,20,123600,60,2060,1996,5,6,0,100-200K,0,running payment,0,0,29,59740,239 days,NA,,0,0,70,Karvina,north Moravia,285387,89.9,10177,7.75,81,0,0,35.41857197,High-Class,1,0,0,31-12-1996,0 days,53,18,35,20239.3,31323.7,63255.2,1740.205556,1807.291429,25,10,15,22613.8,17447.6,2261.38,1163.173333,5,2,3,14956.8,5974.6,7478.4,1991.533333,2060,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-31931.5
1914,1220,1,15-07-1995,17,1473,1,1,1931,6,12,F,60,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,1,Hl.m. Praha,Prague,1204953,100,12541,0.43,167,0,0,82.24968111,High-Class,1,0,0,31-12-1996,0 days,65,24,41,32665.6,70513.9,64885.2,2938.079167,1582.565854,30,12,18,35335.4,27657.6,2944.616667,1536.533333,6,2,4,5901.2,5534.6,2950.6,1383.65,2770,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5628.7
1915,1568,23,15-07-1995,17,1900,2,23,1965,22,11,M,30,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,classic,31-03-1996,1996,0,23,Cheb,west Bohemia,87419,85.5,8624,2.66,102,0,0,36.58243631,High-Class,1,0,0,31-12-1996,0 days,95,24,71,59428,183524.4,176027.2,7646.85,2479.256338,45,12,33,91784,71443.6,7648.666667,2164.957576,8,2,6,21123.3,12690.6,10561.65,2115.1,7103,4,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,0,1,7497.2
1916,1344,12,16-07-1995,17,1628,1,12,1957,25,3,F,30,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,12,Pribram,central Bohemia,107870,58,8754,4.31,137,0,0,35.85797719,Middle-Class,0,0,1,31-12-1996,0 days,81,35,46,62510.3,614162.2,609807,17547.49143,13256.67391,41,19,22,356493.2,343152,18762.8,15597.81818,10,4,6,105071.1,137436,26267.775,22906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4355.2
1917,8547,14,17-07-1995,17,10543,1,14,1945,23,2,F,50,173016,36,4806,1996,5,30,0,100-200K,0,running payment,0,0,5,24030,215 days,NA,,0,0,14,Ceske Budejovice,south Bohemia,177686,74.8,10045,1.71,135,0,0,35.42766453,Middle-Class,0,0,1,31-12-1996,0 days,118,53,65,80264.4,836452.1,808907.5,15782.11509,12444.73077,52,23,29,326829.5,280100,14209.97826,9658.62069,9,4,5,41063,39836.5,10265.75,7967.3,4806.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27544.6
1918,1135,1,17-07-1995,17,1364,2,1,1933,28,12,M,60,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,1,Hl.m. Praha,Prague,1204953,100,12541,0.43,167,0,0,82.24968111,High-Class,1,0,0,31-12-1996,0 days,66,24,42,26117.6,62435.4,56205.2,2601.475,1338.219048,33,12,21,31257.9,30367.6,2604.825,1446.07619,6,2,4,5214.7,2899.6,2607.35,724.9,1735,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6230.2
1919,4263,5,17-07-1995,17,5137,1,5,1979,5,5,M,10,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,5,Kolin,central Bohemia,95616,51.4,9307,4.43,118,0,0,31.79384203,Middle-Class,0,0,1,31-12-1996,0 days,26,18,8,47498.2,78775.8,54800,4376.433333,6850,13,8,5,50651.3,49600,6331.4125,9920,2,1,1,291.8,23100,291.8,23100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23975.8
1920,3532,73,18-07-1995,17,4263,1,73,1972,26,6,F,20,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,73,Opava,north Moravia,182027,56.4,8746,3.74,90,0,0,24.35352997,Middle-Class,0,0,1,31-12-1996,0 days,60,26,34,40744.2,159635.7,152375.2,6139.834615,4481.623529,26,14,12,82030,42787.6,5859.285714,3565.633333,5,2,3,17942.2,12514.6,8971.1,4171.533333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7260.5
1921,1251,34,18-07-1995,17,1510,1,34,1948,30,1,F,40,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,34,Chomutov,north Bohemia,125236,87.7,9675,7.68,100,0,0,41.44175796,High-Class,1,0,0,31-12-1996,0 days,62,25,37,55506,189404.9,184990,7576.196,4999.72973,33,13,20,146430.3,99807,11263.86923,4990.35,8,3,5,57973.2,26507,19324.4,5301.4,7870,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4414.9
1922,1936,70,18-07-1995,17,2352,1,70,1977,29,9,F,10,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,70,Karvina,north Moravia,285387,89.9,10177,7.75,81,0,0,35.41857197,High-Class,1,0,0,31-12-1996,0 days,62,24,38,20226.8,39362.5,33597.2,1640.104167,884.1368421,29,12,17,19727.3,14363.6,1643.941667,844.9176471,6,2,4,3295.9,2795.6,1647.95,698.9,2141,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5765.3
1923,2244,46,19-07-1995,17,2717,2,46,1930,28,4,M,60,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,46,Nachod,east Bohemia,112709,73.5,8369,2.31,117,0,0,23.22795873,Middle-Class,0,0,1,31-12-1996,0 days,72,24,48,37602.7,84214.7,76115.2,3508.945833,1585.733333,32,12,20,42168.5,29377.6,3514.041667,1468.88,6,2,4,7047.3,6754.6,3523.65,1688.65,1690,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8099.5
1924,2310,15,19-07-1995,17,2796,1,15,1974,25,6,M,20,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,15,Cesky Krumlov,south Bohemia,58796,51.9,9045,3.6,124,0,0,31.95795632,Middle-Class,0,0,1,31-12-1996,0 days,71,29,42,22170.1,107960.4,113303.2,3722.772414,2697.695238,33,13,20,52269.7,60041.6,4020.746154,3002.08,7,3,4,12326.5,9113.6,4108.833333,2278.4,5259,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-5342.8
1925,1994,42,19-07-1995,17,2423,1,42,1957,9,7,M,30,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,classic,08-11-1996,1996,0,42,Havlickuv Brod,east Bohemia,95907,59.1,8388,2.94,87,0,0,17.39184835,Middle-Class,0,0,1,31-12-1996,0 days,119,32,87,51378,471023.4,465799.2,14719.48125,5354.013793,59,16,43,274751.5,243796.6,17171.96875,5669.688372,11,3,8,41653.8,68543.6,13884.6,8567.95,4729,4,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,2,5224.2
